0.000000, -0.653844, 1.#INF00
1.000000, -0.646630, 8.703886
2.000000, -0.403726, 0.746195
3.000000, -0.323570, 0.198920
4.000000, -0.235256, 0.063020
5.000000, -0.209102, 0.046894
6.000000, -0.160556, 0.028877
7.000000, -0.132774, 0.014106
8.000000, -0.129298, 0.018217
9.000000, -0.124168, 0.010850
10.000000, -0.120104, 0.010473
11.000000, -0.104420, 0.009086
12.000000, -0.094272, 0.005334
13.000000, -0.066774, 0.003849
14.000000, -0.066546, 0.005505
15.000000, -0.072508, 0.005638
16.000000, -0.062098, 0.004282
17.000000, -0.052808, 0.003894
18.000000, -0.045922, 0.002432
19.000000, -0.047808, 0.002153
20.000000, -0.045586, 0.002097
