0.000000, -0.954178, 1.#INF00
0.100000, -0.960362, 101.100672
0.200000, -0.958921, 23.766274
0.300000, -0.964107, 13.490547
0.400000, -0.954156, 7.910775
0.500000, -0.950062, 3.613010
0.600000, -0.916007, 2.753006
0.700000, -0.884376, 1.465092
0.800000, -0.846882, 1.188630
0.900000, -0.795849, 0.898311
1.000000, -0.759807, 0.714461
1.100000, -0.719855, 0.544152
1.200000, -0.682010, 0.465522
1.300000, -0.644554, 0.435979
1.400000, -0.613416, 0.374953
1.500000, -0.580270, 0.348133
1.600000, -0.557098, 0.299769
1.700000, -0.525386, 0.237154
1.800000, -0.506491, 0.252369
1.900000, -0.484469, 0.228441
2.000000, -0.458887, 0.203607
2.100000, -0.443951, 0.199821
2.200000, -0.424138, 0.168561
2.300000, -0.411203, 0.158840
2.400000, -0.393595, 0.160609
2.500000, -0.381428, 0.141487
2.600000, -0.368518, 0.141733
2.700000, -0.356472, 0.115677
2.800000, -0.343185, 0.108380
2.900000, -0.334424, 0.105429
3.000000, -0.322934, 0.097287
3.100000, -0.312772, 0.097362
3.200000, -0.304142, 0.094143
3.300000, -0.296666, 0.085261
3.400000, -0.284592, 0.080304
3.500000, -0.278440, 0.073472
3.600000, -0.269115, 0.074289
3.700000, -0.262998, 0.072773
3.800000, -0.256644, 0.070065
3.900000, -0.250177, 0.066735
4.000000, -0.243744, 0.062427
4.100000, -0.238528, 0.056645
4.200000, -0.234016, 0.052428
4.300000, -0.231795, 0.049626
4.400000, -0.219832, 0.048064
4.500000, -0.218856, 0.045023
4.600000, -0.218030, 0.045856
4.700000, -0.210050, 0.045715
4.800000, -0.204667, 0.042270
4.900000, -0.198780, 0.040263
5.000000, -0.193910, 0.038207
5.100000, -0.196521, 0.040572
5.200000, -0.186926, 0.036598
5.300000, -0.185677, 0.036217
5.400000, -0.184504, 0.033146
5.500000, -0.182307, 0.033546
5.600000, -0.176052, 0.033618
5.700000, -0.173146, 0.029901
5.800000, -0.169184, 0.031210
5.900000, -0.167048, 0.026546
6.000000, -0.165285, 0.027978
6.100000, -0.160215, 0.027498
6.200000, -0.156539, 0.025248
6.300000, -0.159072, 0.026060
6.400000, -0.156636, 0.024477
6.500000, -0.151894, 0.022778
6.600000, -0.151247, 0.022891
6.700000, -0.146635, 0.022563
6.800000, -0.147386, 0.022031
6.900000, -0.140661, 0.020270
7.000000, -0.140707, 0.020412
7.100000, -0.142315, 0.019770
7.200000, -0.137616, 0.019364
7.300000, -0.136187, 0.018073
7.400000, -0.137040, 0.017566
7.500000, -0.133768, 0.017478
7.600000, -0.129407, 0.017057
7.700000, -0.128862, 0.016535
7.800000, -0.125342, 0.015722
7.900000, -0.124351, 0.015768
8.000000, -0.127619, 0.016565
8.100000, -0.122340, 0.015496
8.200000, -0.121671, 0.014392
8.300000, -0.121293, 0.013897
8.400000, -0.117508, 0.014272
8.500000, -0.119486, 0.013813
8.600000, -0.116121, 0.013933
8.700000, -0.116534, 0.013831
8.800000, -0.109905, 0.013943
8.900000, -0.109296, 0.012612
9.000000, -0.111341, 0.012348
9.100000, -0.110431, 0.011513
9.200000, -0.106568, 0.011402
9.300000, -0.106057, 0.011603
9.400000, -0.105132, 0.011231
9.500000, -0.106856, 0.011383
9.600000, -0.104254, 0.011172
9.700000, -0.104315, 0.010835
9.800000, -0.104621, 0.010431
9.900000, -0.102824, 0.010146
10.000000, -0.098533, 0.010409
