0.000000, -0.939118, 1.#INF00
1.000000, -0.748597, 0.519240
2.000000, -0.456251, 0.199479
3.000000, -0.314642, 0.106757
4.000000, -0.243898, 0.060858
5.000000, -0.200994, 0.037692
6.000000, -0.163906, 0.027278
7.000000, -0.145512, 0.019464
8.000000, -0.124367, 0.015691
9.000000, -0.108767, 0.011902
10.000000, -0.096856, 0.009878
11.000000, -0.097231, 0.007700
12.000000, -0.083463, 0.007063
13.000000, -0.079259, 0.005625
14.000000, -0.065038, 0.005254
15.000000, -0.062739, 0.004297
16.000000, -0.060650, 0.003902
17.000000, -0.056140, 0.003442
18.000000, -0.053418, 0.003134
19.000000, -0.052240, 0.002678
20.000000, -0.051173, 0.002342
