0.000000, -2.775339, 1.#INF00, 0.857676
0.100000, -2.451207, 218.361717, 0.424587
0.200000, -2.396437, 44.808333, 0.159648
0.300000, -2.477266, 15.898066, 0.396840
0.400000, -2.470824, 15.555601, 0.331237
0.500000, -2.986743, 14.914820, 0.993993
0.600000, -2.500550, 10.792064, 0.108324
0.700000, -2.963523, 16.204003, 0.970562
0.800000, -2.938443, 16.777809, 0.946483
0.900000, -2.986854, 5.737804, 0.991424
1.000000, -2.589266, 2.424778, 0.586691
1.100000, -2.989277, 3.243070, 0.993699
1.200000, -2.993420, 2.112303, 0.996602
1.300000, -2.993790, 1.811772, 0.997696
1.400000, -2.991353, 1.979330, 0.997033
1.500000, -2.574790, 0.895268, 0.199803
1.600000, -2.557229, 1.119129, 0.196717
1.700000, -2.974372, 2.650546, 0.988545
1.800000, -2.527564, 0.923442, 0.395454
1.900000, -2.967650, 1.534780, 0.991543
2.000000, -2.952499, 1.788931, 0.982150
2.100000, -2.941963, 1.810648, 0.980643
2.200000, -2.937203, 0.913200, 0.988244
2.300000, -2.913505, 1.589485, 0.980260
2.400000, -2.891642, 1.517810, 0.976288
2.500000, -2.872324, 0.942658, 0.975929
2.600000, -2.824754, 2.236618, 0.947625
2.700000, -2.818971, 0.930735, 0.966044
2.800000, -2.783659, 1.014278, 0.959581
2.900000, -2.746243, 0.957073, 0.952579
3.000000, -2.700234, 1.043887, 0.942532
3.100000, -2.611503, 2.432468, 0.900538
3.200000, -2.587000, 0.978175, 0.919398
3.300000, -2.526396, 1.246993, 0.903772
3.400000, -2.458224, 1.222115, 0.891080
3.500000, -2.387652, 1.249965, 0.874304
3.600000, -2.290784, 1.463125, 0.844280
3.700000, -2.210619, 1.247606, 0.832406
3.800000, -2.118699, 1.325985, 0.808460
3.900000, -2.032400, 1.196374, 0.786421
4.000000, -1.889102, 1.687204, 0.737188
4.100000, -1.759945, 1.472873, 0.696003
4.200000, -1.575163, 1.779897, 0.621153
4.300000, -1.475057, 1.672911, 0.132137
4.400000, -1.288762, 1.660256, 0.135808
4.500000, -1.132428, 1.447661, 0.245211
4.600000, -1.016087, 0.924118, 0.025029
4.700000, -0.915249, 0.638935, 0.007174
4.800000, -0.890171, 0.492362, 0.043140
4.900000, -0.818468, 0.425277, 0.020654
5.000000, -0.791296, 0.421655, 0.048930
5.100000, -0.753177, 0.297746, 0.015633
5.200000, -0.722041, 0.275065, 0.013095
5.300000, -0.711519, 0.256147, 0.005453
5.400000, -0.693140, 0.223129, 0.005025
5.500000, -0.658077, 0.185867, 0.001910
5.600000, -0.638456, 0.174215, 0.000946
5.700000, -0.625755, 0.169332, 0.012399
5.800000, -0.601108, 0.140396, 0.000870
5.900000, -0.587126, 0.142644, 0.005102
6.000000, -0.572921, 0.130688, 0.004406
6.100000, -0.557395, 0.121619, 0.010278
6.200000, -0.546859, 0.123158, 0.010979
6.300000, -0.534279, 0.110642, 0.007682
6.400000, -0.523751, 0.106060, 0.000138
6.500000, -0.520559, 0.106716, 0.004044
6.600000, -0.508783, 0.105398, 0.002385
6.700000, -0.498504, 0.094126, 0.003013
6.800000, -0.488629, 0.088719, 0.000383
6.900000, -0.477458, 0.086686, 0.003727
7.000000, -0.472196, 0.079714, 0.006396
7.100000, -0.462091, 0.079065, 0.003160
7.200000, -0.456632, 0.077241, 0.003099
7.300000, -0.447761, 0.073559, 0.002012
7.400000, -0.441043, 0.069549, 0.000343
7.500000, -0.429458, 0.068712, 0.000463
7.600000, -0.425997, 0.068299, 0.004897
7.700000, -0.417956, 0.063439, 0.001780
7.800000, -0.411664, 0.061286, 0.001960
7.900000, -0.404061, 0.060596, 0.001064
8.000000, -0.398827, 0.060105, 0.005021
8.100000, -0.395357, 0.057605, 0.005426
8.200000, -0.391699, 0.053648, 0.003047
8.300000, -0.384992, 0.054726, 0.001268
8.400000, -0.379419, 0.049983, 0.003603
8.500000, -0.375719, 0.049560, 0.008233
8.600000, -0.372161, 0.050561, 0.001254
8.700000, -0.363467, 0.046796, 0.002225
8.800000, -0.359527, 0.046420, 0.001456
8.900000, -0.356573, 0.047438, 0.003655
9.000000, -0.351405, 0.044453, 0.001408
9.100000, -0.348669, 0.042696, 0.001853
9.200000, -0.342807, 0.040396, 0.005129
9.300000, -0.335991, 0.040887, 0.003309
9.400000, -0.332099, 0.038662, 0.003647
9.500000, -0.334395, 0.039133, 0.001239
9.600000, -0.326896, 0.036369, 0.000906
9.700000, -0.318589, 0.035010, 0.003269
9.800000, -0.316945, 0.035982, 0.002227
9.900000, -0.318525, 0.035623, 0.000342
10.000000, -0.315200, 0.034985, 0.001745
